13:56:55.648881 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1597, length 64
13:56:55.731572 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1597, length 64
13:56:56.658223 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1598, length 64
13:56:56.811808 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1598, length 64
13:56:57.667706 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1599, length 64
13:56:57.939268 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1599, length 64
13:56:58.677487 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1600, length 64
13:56:58.907756 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1600, length 64
13:56:59.686995 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1601, length 64
13:56:59.786606 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1601, length 64
13:57:00.696416 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1602, length 64
13:57:00.738961 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1602, length 64
13:57:01.706718 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1603, length 64
13:57:01.857094 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1603, length 64
13:57:02.251791 IP 192.168.15.130.netbios-ns > 192.168.15.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
13:57:02.716424 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1604, length 64
13:57:02.808966 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1604, length 64
13:57:03.725657 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1605, length 64
13:57:03.752074 IP 192.168.15.130.netbios-ns > 192.168.15.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
13:57:03.809046 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1605, length 64
13:57:04.735403 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1606, length 64
13:57:04.784950 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1606, length 64
13:57:05.252208 IP 192.168.15.130.netbios-ns > 192.168.15.2.netbios-ns: NBT UDP PACKET(137): REFRESH(8); REQUEST; UNICAST
13:57:05.745012 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1607, length 64
13:57:05.916001 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1607, length 64
13:57:06.210332 ARP, Request who-has 192.168.15.130 (Broadcast) tell 192.168.15.129, length 46
13:57:06.210800 ARP, Reply 192.168.15.130 is-at 00:0c:29:66:2d:38 (oui Unknown), length 46
13:57:06.411450 IP 192.168.15.129.39610 > 192.168.15.2.domain: 52926+ PTR? 130.15.168.192.in-addr.arpa. (45)
13:57:06.415896 IP 192.168.15.2.domain > 192.168.15.129.39610: 52926 NXDomain 0/0/0 (45)
13:57:06.416662 ARP, Request who-has 192.168.15.130 tell 192.168.15.129, length 46
13:57:06.416977 ARP, Reply 192.168.15.130 is-at 00:0c:29:66:2d:38 (oui Unknown), length 46
13:57:06.417246 IP 192.168.15.129.64613 > 192.168.15.130.1720: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.624942 IP 192.168.15.129.64613 > 192.168.15.130.1272: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.625000 IP 192.168.15.129.64613 > 192.168.15.130.50006: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.625056 IP 192.168.15.129.64613 > 192.168.15.130.2366: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.625119 IP 192.168.15.129.64613 > 192.168.15.130.x11-5: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.625239 IP 192.168.15.130.20005 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.625306 IP 192.168.15.130.4242 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.625362 IP 192.168.15.130.212 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.625426 IP 192.168.15.130.7103 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.625479 IP 192.168.15.130.9009 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.625530 IP 192.168.15.130.8007 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.625875 IP 192.168.15.129.64613 > 192.168.15.130.1034: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.626048 IP 192.168.15.129.64613 > 192.168.15.130.8193: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.626221 IP 192.168.15.129.64613 > 192.168.15.130.11967: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.626291 IP 192.168.15.129.64613 > 192.168.15.130.65000: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.626418 IP 192.168.15.130.90 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.626480 IP 192.168.15.130.2702 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.626538 IP 192.168.15.130.3001 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.626720 IP 192.168.15.130.1060 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.626792 IP 192.168.15.130.1100 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.626852 IP 192.168.15.130.8701 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.627288 IP 192.168.15.130.1247 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.627410 IP 192.168.15.130.1272 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.627754 IP 192.168.15.130.50006 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.627871 IP 192.168.15.130.2366 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.627936 IP 192.168.15.130.x11-5 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.628062 IP 192.168.15.130.1034 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.628406 IP 192.168.15.130.8193 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.628504 IP 192.168.15.130.11967 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.628745 IP 192.168.15.130.65000 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.721730 IP 192.168.15.129.64614 > 192.168.15.130.666: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.721861 IP 192.168.15.129.64614 > 192.168.15.130.11110: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.722036 IP 192.168.15.129.64614 > 192.168.15.130.7070: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.722187 IP 192.168.15.129.64614 > 192.168.15.130.1152: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.722347 IP 192.168.15.129.64614 > 192.168.15.130.eklogin: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.722502 IP 192.168.15.129.64614 > 192.168.15.130.17988: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.722569 IP 192.168.15.129.64614 > 192.168.15.130.login: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.722622 IP 192.168.15.129.64614 > 192.168.15.130.5033: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.722677 IP 192.168.15.129.64614 > 192.168.15.130.3880: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.722736 IP 192.168.15.129.64614 > 192.168.15.130.9003: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.722862 IP 192.168.15.130.666 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.722931 IP 192.168.15.130.11110 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.722996 IP 192.168.15.130.7070 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.723128 IP 192.168.15.130.1152 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.723191 IP 192.168.15.130.eklogin > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.723434 IP 192.168.15.130.17988 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.723587 IP 192.168.15.130.login > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.723740 IP 192.168.15.130.5033 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.723873 IP 192.168.15.130.3880 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.724044 IP 192.168.15.130.9003 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.725739 IP 192.168.15.129.64614 > 192.168.15.130.1034: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.725871 IP 192.168.15.129.64614 > 192.168.15.130.x11-5: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.726037 IP 192.168.15.129.64614 > 192.168.15.130.2366: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.726190 IP 192.168.15.129.64614 > 192.168.15.130.50006: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.726334 IP 192.168.15.129.64614 > 192.168.15.130.1272: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.726498 IP 192.168.15.129.64614 > 192.168.15.130.1247: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.726596 IP 192.168.15.129.64614 > 192.168.15.130.8701: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.726665 IP 192.168.15.129.64614 > 192.168.15.130.1100: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.726724 IP 192.168.15.129.64614 > 192.168.15.130.1060: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.726777 IP 192.168.15.129.64614 > 192.168.15.130.3001: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.726835 IP 192.168.15.129.64614 > 192.168.15.130.2702: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.726893 IP 192.168.15.129.64614 > 192.168.15.130.90: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.726945 IP 192.168.15.129.64614 > 192.168.15.130.8007: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.727009 IP 192.168.15.129.64614 > 192.168.15.130.9009: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.727066 IP 192.168.15.129.64614 > 192.168.15.130.7103: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.727127 IP 192.168.15.129.64614 > 192.168.15.130.212: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.727195 IP 192.168.15.129.64614 > 192.168.15.130.4242: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.727319 IP 192.168.15.130.1034 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.727488 IP 192.168.15.130.x11-5 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.727656 IP 192.168.15.130.2366 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.727768 IP 192.168.15.129.64614 > 192.168.15.130.20005: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.727828 IP 192.168.15.129.64614 > 192.168.15.130.8011: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.727881 IP 192.168.15.129.64614 > 192.168.15.130.1091: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.728013 IP 192.168.15.130.50006 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.728260 IP 192.168.15.130.1272 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.728622 IP 192.168.15.130.1247 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.728743 IP 192.168.15.130.8701 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.728866 IP 192.168.15.130.1100 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.729027 IP 192.168.15.130.1060 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.729194 IP 192.168.15.130.3001 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.729283 IP 192.168.15.130.2702 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.729406 IP 192.168.15.130.90 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.729621 IP 192.168.15.130.8007 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.729741 IP 192.168.15.130.9009 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.729881 IP 192.168.15.130.7103 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.730041 IP 192.168.15.130.212 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.730396 IP 192.168.15.130.4242 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.730509 IP 192.168.15.130.20005 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.730573 IP 192.168.15.130.8011 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.730675 IP 192.168.15.129.64614 > 192.168.15.130.65000: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.730733 IP 192.168.15.129.64614 > 192.168.15.130.11967: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.730785 IP 192.168.15.129.64614 > 192.168.15.130.8193: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.730883 IP 192.168.15.130.1091 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.731287 IP 192.168.15.130.65000 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.731415 IP 192.168.15.130.11967 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.731823 IP 192.168.15.130.8193 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.765022 IP 192.168.15.128 > 8.8.8.8: ICMP echo request, id 13086, seq 1609, length 64
13:57:07.822866 IP 192.168.15.129.64613 > 192.168.15.130.10002: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.823637 IP 192.168.15.130.10002 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.828105 IP 192.168.15.129.64613 > 192.168.15.130.3300: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.828913 IP 192.168.15.130.3300 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.833302 IP 192.168.15.129.64613 > 192.168.15.130.1023: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.834071 IP 192.168.15.130.1023 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.839194 IP 192.168.15.129.64613 > 192.168.15.130.3000: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.839959 IP 192.168.15.130.3000 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.845246 IP 192.168.15.129.64613 > 192.168.15.130.1068: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.846081 IP 192.168.15.130.1068 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.851230 IP 192.168.15.129.64613 > 192.168.15.130.3827: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.851982 IP 192.168.15.130.3827 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.856472 IP 192.168.15.129.64613 > 192.168.15.130.10778: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.857248 IP 192.168.15.130.10778 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.862614 IP 192.168.15.129.64613 > 192.168.15.130.2222: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.863399 IP 192.168.15.130.2222 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.868809 IP 192.168.15.129.64613 > 192.168.15.130.1089: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.869564 IP 192.168.15.130.1089 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.874461 IP 192.168.15.129.64613 > 192.168.15.130.5678: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.875222 IP 192.168.15.130.5678 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.880255 IP 192.168.15.129.64613 > 192.168.15.130.6646: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.881020 IP 192.168.15.130.6646 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.886432 IP 192.168.15.129.64613 > 192.168.15.130.16000: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.887191 IP 192.168.15.130.16000 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.892001 IP 192.168.15.129.64613 > 192.168.15.130.9011: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.892774 IP 192.168.15.130.9011 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.897989 IP 192.168.15.129.64613 > 192.168.15.130.x11-6: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.898757 IP 192.168.15.130.x11-6 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.903781 IP 192.168.15.129.64613 > 192.168.15.130.10012: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.904481 IP 192.168.15.130.10012 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.905791 IP 8.8.8.8 > 192.168.15.128: ICMP echo reply, id 13086, seq 1609, length 64
13:57:07.909806 IP 192.168.15.129.64613 > 192.168.15.130.gnutella-svc: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.910595 IP 192.168.15.130.gnutella-svc > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.915596 IP 192.168.15.129.64613 > 192.168.15.130.1130: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.916426 IP 192.168.15.130.1130 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.921594 IP 192.168.15.129.64613 > 192.168.15.130.6: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:07.922384 IP 192.168.15.130.6 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:07.927606 IP 192.168.15.129.64614 > 192.168.15.130.10002: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.928357 IP 192.168.15.130.10002 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.933356 IP 192.168.15.129.64614 > 192.168.15.130.1023: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.934144 IP 192.168.15.130.1023 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.939347 IP 192.168.15.129.64614 > 192.168.15.130.3000: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.940164 IP 192.168.15.130.3000 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.944761 IP 192.168.15.129.64614 > 192.168.15.130.3300: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.945516 IP 192.168.15.130.3300 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.950640 IP 192.168.15.129.64614 > 192.168.15.130.1068: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.951405 IP 192.168.15.130.1068 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.956709 IP 192.168.15.129.64614 > 192.168.15.130.10778: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.957468 IP 192.168.15.130.10778 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.962671 IP 192.168.15.129.64614 > 192.168.15.130.2222: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.963471 IP 192.168.15.130.2222 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.968738 IP 192.168.15.129.64614 > 192.168.15.130.3827: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.969511 IP 192.168.15.130.3827 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.974568 IP 192.168.15.129.64614 > 192.168.15.130.5678: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.975299 IP 192.168.15.130.5678 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.980821 IP 192.168.15.129.64614 > 192.168.15.130.6646: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.981556 IP 192.168.15.130.6646 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.986734 IP 192.168.15.129.64614 > 192.168.15.130.16000: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.987494 IP 192.168.15.130.16000 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.992953 IP 192.168.15.129.64614 > 192.168.15.130.9011: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.993715 IP 192.168.15.130.9011 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:07.998696 IP 192.168.15.129.64614 > 192.168.15.130.x11-6: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:07.999467 IP 192.168.15.130.x11-6 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:08.004808 IP 192.168.15.129.64614 > 192.168.15.130.10012: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:08.005626 IP 192.168.15.130.10012 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:08.010628 IP 192.168.15.129.64614 > 192.168.15.130.gnutella-svc: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:08.011324 IP 192.168.15.130.gnutella-svc > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:08.021698 IP 192.168.15.129.64613 > 192.168.15.130.8402: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:08.022441 IP 192.168.15.130.8402 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:08.032059 IP 192.168.15.129.64613 > 192.168.15.130.bpjava-msvc: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:08.032877 IP 192.168.15.130.bpjava-msvc > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:08.042347 IP 192.168.15.129.64613 > 192.168.15.130.2710: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:08.043087 IP 192.168.15.130.2710 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:08.053482 IP 192.168.15.129.64613 > 192.168.15.130.32: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:08.054271 IP 192.168.15.130.32 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:08.063865 IP 192.168.15.129.64613 > 192.168.15.130.6025: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:08.064616 IP 192.168.15.130.6025 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:08.074148 IP 192.168.15.129.64613 > 192.168.15.130.1301: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:08.074879 IP 192.168.15.130.1301 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:08.084990 IP 192.168.15.129.64613 > 192.168.15.130.webmin: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:08.085766 IP 192.168.15.130.webmin > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:08.095636 IP 192.168.15.129.64613 > 192.168.15.130.2034: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:08.096381 IP 192.168.15.130.2034 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:08.106399 IP 192.168.15.129.64613 > 192.168.15.130.54328: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:08.109267 IP 192.168.15.130.54328 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:08.116872 IP 192.168.15.129.64613 > 192.168.15.130.125: Flags [S], seq 425237050, win 1024, options [mss 1460], length 0
13:57:08.117666 IP 192.168.15.130.125 > 192.168.15.129.64613: Flags [R.], seq 0, ack 425237051, win 0, length 0
13:57:08.127863 IP 192.168.15.129.64614 > 192.168.15.130.8402: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:08.128563 IP 192.168.15.130.8402 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:08.138886 IP 192.168.15.129.64614 > 192.168.15.130.bpjava-msvc: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:08.139666 IP 192.168.15.130.bpjava-msvc > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
13:57:08.149945 IP 192.168.15.129.64614 > 192.168.15.130.2710: Flags [S], seq 425302587, win 1024, options [mss 1460], length 0
13:57:08.150698 IP 192.168.15.130.2710 > 192.168.15.129.64614: Flags [R.], seq 0, ack 425302588, win 0, length 0
